"date","month","year","precip_in","temp_F","temp_F_12mo","spi3","spi12"
1927-04-01,4,1927,1.17,48.81,51.64,1.11,0.09
1927-05-01,5,1927,0.13,57.89,51.92,0.26,-0.15
1927-06-01,6,1927,1.6,64.15,51.8,0.97,0.13
1927-07-01,7,1927,2.88,69.78,52.04,0.35,0.21
1927-08-01,8,1927,3.7,66.45,51.98,0.75,0.73
1927-09-01,9,1927,4.24,61.47,51.81,1.3,1.17
1927-10-01,10,1927,0.43,52.44,51.65,0.85,0.92
1927-11-01,11,1927,0.24,46.99,51.83,0.27,0.93
1927-12-01,12,1927,2.18,33.06,51.86,-0.55,0.61
1928-01-01,1,1928,0.28,35.59,51.55,-0.6,0.62
1928-02-01,2,1928,2.58,35.66,51.05,0.38,0.54
1928-03-01,3,1928,0.36,45.04,51.44,-0.38,0.27
1928-04-01,4,1928,0.71,47.83,51.36,0.25,0.17
1928-05-01,5,1928,1.77,57.71,51.35,0.28,0.51
1928-06-01,6,1928,0,66.04,51.51,0.65,0.18
1928-07-01,7,1928,2.82,69.86,51.51,0.33,0.17
1928-08-01,8,1928,3.64,66.48,51.52,-0.25,0.16
1928-09-01,9,1928,0.54,62.12,51.57,-0.71,-0.82
1928-10-01,10,1928,2.39,54.03,51.7,0.01,-0.31
1928-11-01,11,1928,1.06,40.82,51.19,-0.2,-0.08
1928-12-01,12,1928,0.73,34.51,51.31,0.14,-0.47
1929-01-01,1,1929,1.07,33.23,51.11,-0.52,-0.25
1929-02-01,2,1929,1.33,33.18,50.91,-0.46,-0.55
1929-03-01,3,1929,0.8,41.18,50.58,-0.39,-0.41
1929-04-01,4,1929,1.23,47.73,50.57,0.09,-0.28
1929-05-01,5,1929,1.43,56.07,50.44,0.66,-0.35
1929-06-01,6,1929,0.03,66.59,50.48,0.81,-0.36
1929-07-01,7,1929,4.45,69.31,50.44,1.18,0.03
1929-08-01,8,1929,3.77,66.54,50.44,0.79,0.05
1929-09-01,9,1929,2.77,61.82,50.42,1.38,0.59
1929-10-01,10,1929,1.2,52.98,50.33,0.57,0.32
1929-11-01,11,1929,0.42,37.83,50.08,0.01,0.16
1929-12-01,12,1929,0.05,38.54,50.42,-1.38,-0.02
1930-01-01,1,1930,2.49,31.83,50.3,-0.46,0.33
1930-02-01,2,1930,0.51,40.73,50.93,-0.5,0.13
1930-03-01,3,1930,2.11,39.77,50.81,0.5,0.41
1930-04-01,4,1930,0.69,52.32,51.2,0.06,0.29
1930-05-01,5,1930,0.78,52.32,50.88,0.73,0.15
1930-06-01,6,1930,0.35,66.52,50.88,0.05,0.22
1930-07-01,7,1930,4.47,67.99,50.77,1,0.24
1930-08-01,8,1930,2.66,66.81,50.79,0.36,-0.03
1930-09-01,9,1930,1.42,60.41,50.67,0.18,-0.38
1930-10-01,10,1930,0.47,51.26,50.53,-1.13,-0.61
1930-11-01,11,1930,2.67,39.59,50.67,0.1,0.01
1930-12-01,12,1930,0.36,31.92,50.12,-0.19,0.09
1931-01-01,1,1931,0.68,32.27,50.16,-0.09,-0.38
1931-02-01,2,1931,3.75,37.19,49.86,0.28,0.42
1931-03-01,3,1931,1.01,41.35,50,0.63,0.16
1931-04-01,4,1931,2.35,49.56,49.77,1.68,0.52
1931-05-01,5,1931,0.45,56.82,50.14,0.85,0.45
1931-06-01,6,1931,0.76,66.09,50.11,1.43,0.54
1931-07-01,7,1931,3.6,70.45,50.31,0.49,0.37
1931-08-01,8,1931,3.89,66.53,50.29,0.79,0.67
1931-09-01,9,1931,3,63.33,50.53,1.15,1.02
1931-10-01,10,1931,1.1,53.74,50.74,0.68,1.22
1931-11-01,11,1931,3.69,39.06,50.69,1.44,1.45
1931-12-01,12,1931,2.17,30.17,50.55,1.2,1.79
1932-01-01,1,1932,1.72,28.55,50.24,1.28,1.96
1932-02-01,2,1932,3.08,38.45,50.34,1.03,1.73
1932-03-01,3,1932,0.73,40.89,50.3,0.67,1.61
1932-04-01,4,1932,0.94,48.86,50.25,0.77,1.34
1932-05-01,5,1932,0.4,55.72,50.15,-0.28,1.31
1932-06-01,6,1932,0.29,64.16,49.99,-0.15,1.25
1932-07-01,7,1932,4.27,69.15,49.88,0.59,1.43
1932-08-01,8,1932,2.82,68.3,50.03,0.3,1.28
1932-09-01,9,1932,1.5,61.51,49.88,0.2,0.96
1932-10-01,10,1932,1.7,51.07,49.66,-0.27,1.15
1932-11-01,11,1932,0,43.11,50,-0.66,0.26
1932-12-01,12,1932,2.38,30.66,50.04,0.09,0.3
1933-01-01,1,1933,1.85,29.47,50.11,0.14,0.33
1933-02-01,2,1933,1.03,30.85,49.48,0.46,-0.17
1933-03-01,3,1933,0.05,43.07,49.66,-0.54,-0.32
1933-04-01,4,1933,1.09,44.41,49.29,-0.67,-0.28
1933-05-01,5,1933,0.4,52.22,49,-0.76,-0.27
1933-06-01,6,1933,1.69,65.02,49.07,1.18,0.04
1933-07-01,7,1933,3.37,70.35,49.17,0.91,-0.17
1933-08-01,8,1933,2.63,67.83,49.13,0.48,-0.24
1933-09-01,9,1933,1.93,64.76,49.4,-0.16,-0.13
1933-10-01,10,1933,2,54.81,49.71,0.01,-0.06
1933-11-01,11,1933,1.61,44.37,49.82,0.56,0.36
1933-12-01,12,1933,0.23,39.65,50.57,-0.02,-0.2
1934-01-01,1,1934,0.17,35.47,51.07,-1.04,-0.65
1934-02-01,2,1934,1.19,41.51,51.96,-1.46,-0.56
1934-03-01,3,1934,0.41,47.73,52.34,-1.35,-0.45
1934-04-01,4,1934,1.02,52.29,53,-0.36,-0.46
1934-05-01,5,1934,0.78,61.31,53.76,-0.17,-0.36
1934-06-01,6,1934,0.3,64.41,53.71,0.32,-0.72
1934-07-01,7,1934,1.84,71.41,53.8,-1.02,-1.16
1934-08-01,8,1934,5.45,68.91,53.89,0.42,-0.44
1934-09-01,9,1934,1.58,61.8,53.64,0.35,-0.53
1934-10-01,10,1934,0.44,54.18,53.59,0.45,-1.03
1934-11-01,11,1934,1.33,43.53,53.52,-0.57,-1.12
1934-12-01,12,1934,1.52,37.44,53.33,-0.3,-0.71
1935-01-01,1,1935,2.4,36.65,53.43,0.53,-0.1
1935-02-01,2,1935,2.22,37.14,53.07,0.76,0.16
1935-03-01,3,1935,1.71,41.5,52.55,0.96,0.44
1935-04-01,4,1935,0.83,49.56,52.32,0.78,0.4
1935-05-01,5,1935,1.18,52.09,51.55,0.81,0.48
1935-06-01,6,1935,0.33,65.76,51.66,0.53,0.49
1935-07-01,7,1935,2.08,69.96,51.54,-0.43,0.56
1935-08-01,8,1935,5.06,67.33,51.41,0.35,0.5
1935-09-01,9,1935,2.6,61.34,51.37,0.79,0.73
1935-10-01,10,1935,0.12,53.11,51.28,0.59,0.69
1935-11-01,11,1935,1.5,41.12,51.08,-0.07,0.74
1935-12-01,12,1935,1.26,35.29,50.9,-0.53,0.66
1936-01-01,1,1936,1.13,34.17,50.7,-0.01,0.34
1936-02-01,2,1936,2.67,36.9,50.68,0.38,0.43
1936-03-01,3,1936,1.3,42.73,50.78,0.5,0.33
1936-04-01,4,1936,0.45,51.2,50.92,0.63,0.24
1936-05-01,5,1936,0.59,58.76,51.47,-0.07,0.11
1936-06-01,6,1936,0.69,67.93,51.65,-0.05,0.19
1936-07-01,7,1936,2.23,70.04,51.66,-0.49,0.23
1936-08-01,8,1936,3.22,68.71,51.77,-0.46,-0.22
1936-09-01,9,1936,2.96,61.09,51.75,0.1,-0.13
1936-10-01,10,1936,1.13,51.86,51.65,0.37,0.13
1936-11-01,11,1936,1.35,41.2,51.66,0.52,0.09
1936-12-01,12,1936,1.92,36.19,51.73,0.24,0.26
1937-01-01,1,1937,1.92,24.53,50.93,0.51,0.44
1937-02-01,2,1937,2.55,35.19,50.78,0.85,0.39
1937-03-01,3,1937,2.1,39.98,50.56,1.05,0.55
1937-04-01,4,1937,0.14,48.85,50.36,0.79,0.48
1937-05-01,5,1937,1.15,58.39,50.33,0.62,0.59
1937-06-01,6,1937,1.17,64.31,50.03,0.63,0.7
1937-07-01,7,1937,1.9,69.93,50.02,0.07,0.66
1937-08-01,8,1937,2.26,70.08,50.13,-1.01,0.47
1937-09-01,9,1937,2.47,64.26,50.4,-0.94,0.35
1937-10-01,10,1937,1.21,54.09,50.58,-0.31,0.39
1937-11-01,11,1937,0.2,43.96,50.81,-0.26,0.1
1937-12-01,12,1937,1.21,36.66,50.85,-0.69,-0.09
1938-01-01,1,1938,0.64,35.4,51.76,-1.01,-0.43
1938-02-01,2,1938,1.94,38.12,52,-0.14,-0.55
1938-03-01,3,1938,2.46,41.42,52.12,0.48,-0.44
1938-04-01,4,1938,0.43,47.86,52.04,0.81,-0.36
1938-05-01,5,1938,0.14,55.56,51.8,0.4,-0.6
1938-06-01,6,1938,1.86,64.92,51.85,0.6,-0.44
1938-07-01,7,1938,2.45,67.86,51.68,0.23,-0.32
1938-08-01,8,1938,3.07,67.27,51.45,0.3,-0.14
1938-09-01,9,1938,2.34,61.81,51.24,-0.2,-0.17
1938-10-01,10,1938,0.06,52.88,51.14,-0.58,-0.51
1938-11-01,11,1938,0.13,38.12,50.66,-1.13,-0.52
1938-12-01,12,1938,2.06,37.46,50.72,-0.93,-0.28
1939-01-01,1,1939,1.69,32.39,50.47,-0.02,0
1939-02-01,2,1939,1.26,28.33,49.66,0.36,-0.16
1939-03-01,3,1939,1.33,41.79,49.69,0.15,-0.42
1939-04-01,4,1939,1.12,50.05,49.87,0.28,-0.25
1939-05-01,5,1939,0.13,58.12,50.09,0.1,-0.25
1939-06-01,6,1939,0.09,66.75,50.24,-0.49,-0.69
1939-07-01,7,1939,1.85,70.15,50.43,-1.92,-0.88
1939-08-01,8,1939,2.55,68.33,50.52,-1.65,-1.09
1939-09-01,9,1939,2.67,62.88,50.61,-0.67,-0.99
1939-10-01,10,1939,1.46,50.6,50.42,0.07,-0.64
1939-11-01,11,1939,1.37,42.47,50.78,0.54,-0.28
1939-12-01,12,1939,0.89,39.33,50.93,-0.08,-0.6
1940-01-01,1,1940,0.94,34.53,51.11,-0.34,-0.8
1940-02-01,2,1940,2.43,36.44,51.79,0.06,-0.44
1940-03-01,3,1940,0.48,44.07,51.98,-0.05,-0.63
1940-04-01,4,1940,0.92,49.19,51.9,0.34,-0.67
1940-05-01,5,1940,1.02,58.79,51.96,-0.01,-0.44
1940-06-01,6,1940,1.4,66.5,51.94,1.29,-0.14
1940-07-01,7,1940,2.07,70.18,51.94,0.26,-0.09
1940-08-01,8,1940,3.54,67.5,51.87,0.09,0.14
1940-09-01,9,1940,3.37,62.12,51.81,0.4,0.31
1940-10-01,10,1940,1.31,52.67,51.98,0.78,0.29
1940-11-01,11,1940,2.21,39.77,51.76,1.11,0.5
1940-12-01,12,1940,4.19,39.37,51.76,1.43,1.25
1941-01-01,1,1941,2.37,35.09,51.81,1.6,1.52
1941-02-01,2,1941,1.84,39.32,52.05,1.44,1.33
1941-03-01,3,1941,3.12,40.99,51.79,1.3,1.76
1941-04-01,4,1941,2.82,43.27,51.3,1.91,2.07
1941-05-01,5,1941,1.52,56.73,51.13,2.43,2.13
1941-06-01,6,1941,0.86,61.86,50.74,2.38,2.08
1941-07-01,7,1941,2.68,67.73,50.54,0.65,2.26
1941-08-01,8,1941,3.41,66.96,50.49,0.05,2.36
1941-09-01,9,1941,4.06,61.4,50.43,0.98,2.49
1941-10-01,10,1941,2.14,50.69,50.27,1.36,2.79
1941-11-01,11,1941,1.56,42.55,50.5,1.43,2.68
1941-12-01,12,1941,2.18,35.7,50.19,0.83,2.21
1942-01-01,1,1942,0.99,34.78,50.17,0.34,1.9
1942-02-01,2,1942,1.14,32.96,49.64,0.09,1.67
1942-03-01,3,1942,0.51,39.07,49.48,-0.72,1.11
1942-04-01,4,1942,1.24,48.2,49.89,-0.18,0.79
1942-05-01,5,1942,0,56.16,49.84,-0.56,0.47
1942-06-01,6,1942,0.08,65.56,50.15,-0.52,0.31
1942-07-01,7,1942,2.04,70.46,50.37,-1.86,0.18
1942-08-01,8,1942,3.27,67.19,50.39,-0.97,0.15
1942-09-01,9,1942,1.75,62.1,50.45,-0.67,-0.45
1942-10-01,10,1942,1.77,51.69,50.54,0.12,-0.58
1942-11-01,11,1942,0.09,45.56,50.79,-0.41,-1.02
1942-12-01,12,1942,1.96,37.93,50.97,-0.03,-1.06
1943-01-01,1,1943,1.89,35.51,51.03,0.01,-0.78
1943-02-01,2,1943,0.61,40.9,51.69,0.15,-0.87
1943-03-01,3,1943,1.67,43.81,52.09,0.1,-0.53
1943-04-01,4,1943,0.32,52.81,52.47,-0.37,-0.76
1943-05-01,5,1943,0.45,58.61,52.68,0,-0.63
1943-06-01,6,1943,1.28,65.33,52.66,0.27,-0.35
1943-07-01,7,1943,2.15,69.82,52.61,-0.19,-0.34
1943-08-01,8,1943,3.31,69.12,52.77,-0.08,-0.35
1943-09-01,9,1943,2.27,63.33,52.87,-0.28,-0.22
1943-10-01,10,1943,1.06,51.73,52.87,0.05,-0.43
1943-11-01,11,1943,0.12,41.97,52.57,-0.51,-0.42
1943-12-01,12,1943,1.63,34.19,52.26,-0.57,-0.5
1944-01-01,1,1944,0.88,32.1,51.98,-0.64,-0.77
1944-02-01,2,1944,2.14,35.08,51.49,0.22,-0.33
1944-03-01,3,1944,1.09,38.85,51.08,0.07,-0.45
1944-04-01,4,1944,0.77,45.33,50.45,0.42,-0.34
1944-05-01,5,1944,0.58,55.05,50.16,0,-0.3
1944-06-01,6,1944,0.11,63.15,49.97,-0.35,-0.6
1944-07-01,7,1944,2.5,68.66,49.88,-0.77,-0.53
1944-08-01,8,1944,2.94,68.61,49.84,-0.85,-0.66
1944-09-01,9,1944,3.06,61.58,49.69,0.15,-0.45
1944-10-01,10,1944,1.2,53.94,49.88,0.32,-0.44
1944-11-01,11,1944,2.02,39.13,49.64,0.87,0.08
1944-12-01,12,1944,1.36,35.23,49.73,0.31,0
1945-01-01,1,1945,1.63,33.22,49.82,0.44,0.19
1945-02-01,2,1945,0.36,38.12,50.07,-0.35,-0.24
1945-03-01,3,1945,2.25,38.34,50.03,0.13,0.04
1945-04-01,4,1945,0.27,46.13,50.1,-0.19,-0.07
1945-05-01,5,1945,0.01,56.27,50.2,0.07,-0.2
1945-06-01,6,1945,0.07,62.16,50.12,-2.35,-0.22
1945-07-01,7,1945,2.5,69.99,50.23,-1.35,-0.22
1945-08-01,8,1945,3.24,68.9,50.25,-0.67,-0.16
1945-09-01,9,1945,0.39,63.12,50.38,-1.27,-0.89
1945-10-01,10,1945,1.36,53.23,50.32,-0.86,-0.9
1945-11-01,11,1945,0,42.07,50.57,-1.79,-1.53
1945-12-01,12,1945,1.52,32.93,50.37,-0.53,-1.44
1946-01-01,1,1946,1.48,30.27,50.13,-0.44,-1.46
1946-02-01,2,1946,0.23,35.61,49.92,-0.41,-1.41
1946-03-01,3,1946,0.68,42.36,50.25,-0.89,-1.82
1946-04-01,4,1946,0.65,53.3,50.85,-1.18,-1.68
1946-05-01,5,1946,0.1,55.86,50.82,-0.87,-1.63
1946-06-01,6,1946,0.3,67.16,51.23,-0.88,-1.6
1946-07-01,7,1946,2.73,69.29,51.17,-0.82,-1.58
1946-08-01,8,1946,4.33,67.6,51.07,0.29,-1.34
1946-09-01,9,1946,3.18,63.4,51.09,1.03,-0.54
1946-10-01,10,1946,1.21,50.36,50.85,1,-0.62
1946-11-01,11,1946,1.6,38.93,50.59,0.75,-0.17
1946-12-01,12,1946,1.17,38.75,51.07,0.04,-0.26
1947-01-01,1,1947,0.64,30.56,51.1,-0.23,-0.48
1947-02-01,2,1947,0.42,40.04,51.47,-0.99,-0.39
1947-03-01,3,1947,0.14,42.15,51.45,-1.9,-0.51
1947-04-01,4,1947,0.07,47.84,51,-2.36,-0.65
1947-05-01,5,1947,0.95,58.92,51.25,-1.18,-0.43
1947-06-01,6,1947,0.5,63.91,50.98,-0.28,-0.39
1947-07-01,7,1947,1.61,70.61,51.09,-0.89,-0.69
1947-08-01,8,1947,5.14,67.33,51.07,0.23,-0.52
1947-09-01,9,1947,1.04,64.69,51.18,-0.24,-1.13
1947-10-01,10,1947,1.51,53.82,51.46,0.55,-1.1
1947-11-01,11,1947,1.3,37,51.3,-0.28,-1.2
1947-12-01,12,1947,1.47,31.9,50.73,0.18,-1.07
1948-01-01,1,1948,0.51,34.28,51.04,-0.3,-1.09
1948-02-01,2,1948,2.29,34,50.54,0.07,-0.52
1948-03-01,3,1948,1.14,35.55,49.99,-0.01,-0.25
1948-04-01,4,1948,0.08,50.8,50.24,0.17,-0.24
1948-05-01,5,1948,0.15,57.38,50.11,-0.94,-0.43
1948-06-01,6,1948,0.8,65.62,50.25,-0.91,-0.37
1948-07-01,7,1948,2.03,69.93,50.19,-0.96,-0.27
1948-08-01,8,1948,2.27,68.98,50.33,-1.18,-1.09
1948-09-01,9,1948,1.21,64,50.27,-1.7,-1.05
1948-10-01,10,1948,1.42,53.13,50.22,-0.91,-1.14
1948-11-01,11,1948,0.2,37.76,50.28,-0.91,-1.49
1948-12-01,12,1948,2.85,36.67,50.68,0.27,-1.02
1949-01-01,1,1949,4.29,26.87,50.06,1.21,0.02
1949-02-01,2,1949,0.82,33.22,49.99,1.32,-0.33
1949-03-01,3,1949,0.84,41.28,50.47,0.83,-0.39
1949-04-01,4,1949,0.67,48.65,50.29,-0.55,-0.24
1949-05-01,5,1949,0.34,55.91,50.17,-0.47,-0.19
1949-06-01,6,1949,1.04,64.59,50.08,0.27,-0.14
1949-07-01,7,1949,3.41,68.73,49.98,0.47,0.18
1949-08-01,8,1949,1.98,66.58,49.78,-0.27,0.11
1949-09-01,9,1949,2.43,63.88,49.77,-0.23,0.41
1949-10-01,10,1949,1.34,50.01,49.51,-0.42,0.4
1949-11-01,11,1949,0.27,45.95,50.19,-0.17,0.43
1949-12-01,12,1949,1.76,32.64,49.86,-0.26,0.14
1950-01-01,1,1950,0.84,34.3,50.48,-0.51,-0.78
1950-02-01,2,1950,0.94,39.95,51.04,-0.26,-0.69
1950-03-01,3,1950,0.59,43.02,51.18,-0.9,-0.73
1950-04-01,4,1950,0.08,51,51.38,-1.13,-0.87
1950-05-01,5,1950,0.06,54.59,51.27,-1.79,-0.93
1950-06-01,6,1950,0.39,65.82,51.37,-1.85,-1.13
1950-07-01,7,1950,4.21,67.92,51.3,0.38,-0.94
1950-08-01,8,1950,1.27,66.11,51.27,-0.63,-1.21
1950-09-01,9,1950,1.68,59.85,50.93,-0.61,-1.45
1950-10-01,10,1950,0.29,58.25,51.62,-2.08,-1.89
1950-11-01,11,1950,0.21,45.69,51.6,-1.4,-1.92
1950-12-01,12,1950,0.01,40.89,52.28,-2.85,-2.5
1951-01-01,1,1951,1.64,34.41,52.29,-1.15,-2.16
1951-02-01,2,1951,0.82,36,51.96,-0.83,-2.07
1951-03-01,3,1951,0.87,40.68,51.77,-0.32,-1.89
1951-04-01,4,1951,1.6,47.68,51.49,0.05,-1.41
1951-05-01,5,1951,0.34,56.77,51.67,0.26,-1.31
1951-06-01,6,1951,0,63.84,51.51,0.16,-1.46
1951-07-01,7,1951,2.03,72.14,51.86,-1.58,-2.21
1951-08-01,8,1951,4.69,68.34,52.04,-0.09,-1.21
1951-09-01,9,1951,0.59,63.53,52.35,-0.52,-1.56
1951-10-01,10,1951,1.89,53.24,51.93,0.31,-1.13
1951-11-01,11,1951,1.08,40.93,51.54,-0.44,-0.87
1951-12-01,12,1951,2.4,34.25,50.98,0.63,-0.18
1952-01-01,1,1952,3.16,36.25,51.14,1,0.21
1952-02-01,2,1952,0.54,34.94,51.05,0.75,0.14
1952-03-01,3,1952,2.5,35.35,50.61,0.92,0.49
1952-04-01,4,1952,2.17,48.33,50.66,0.97,0.61
1952-05-01,5,1952,0.36,57.37,50.71,1.46,0.6
1952-06-01,6,1952,1.17,65.72,50.87,1.52,0.86
1952-07-01,7,1952,2.54,67.97,50.52,-0.05,0.99
1952-08-01,8,1952,2.67,68.66,50.55,-0.3,0.59
1952-09-01,9,1952,1.53,63.16,50.51,-0.87,0.8
1952-10-01,10,1952,0,55.39,50.69,-1.37,0.38
1952-11-01,11,1952,2.45,38.34,50.48,-0.2,0.73
1952-12-01,12,1952,0.97,32.82,50.36,-0.23,0.36
1953-01-01,1,1953,0.26,38.64,50.56,-0.11,-0.39
1953-02-01,2,1953,0.66,34.81,50.55,-1.22,-0.33
1953-03-01,3,1953,2.24,42.54,51.15,-0.41,-0.37
1953-04-01,4,1953,0.88,48.03,51.12,0.31,-0.69
1953-05-01,5,1953,0.18,51.8,50.66,0.57,-0.72
1953-06-01,6,1953,0.57,66.68,50.74,-0.15,-0.9
1953-07-01,7,1953,3.55,70.15,50.92,0.13,-0.66
1953-08-01,8,1953,2.11,67.48,50.82,-0.4,-0.86
1953-09-01,9,1953,0.01,63.5,50.85,-1.58,-1.31
1953-10-01,10,1953,0.3,52.34,50.59,-2.82,-1.29
1953-11-01,11,1953,0.66,43.42,51.02,-2.72,-1.89
1953-12-01,12,1953,0.43,31.51,50.91,-1.64,-2.03
1954-01-01,1,1954,1.2,35.73,50.67,-0.85,-1.67
1954-02-01,2,1954,0.41,41.45,51.22,-1.12,-1.65
1954-03-01,3,1954,3.69,40.61,51.06,0.58,-1.16
1954-04-01,4,1954,0.07,53.04,51.48,0.51,-1.37
1954-05-01,5,1954,0.65,57.54,51.95,1.16,-1.22
1954-06-01,6,1954,0.54,65.08,51.82,-0.59,-1.26
1954-07-01,7,1954,3.64,70.37,51.84,0.5,-1.28
1954-08-01,8,1954,3.35,66.11,51.73,0.39,-0.99
1954-09-01,9,1954,1.81,63.65,51.74,0.31,-0.49
1954-10-01,10,1954,0.83,55.45,52,-0.29,-0.37
1954-11-01,11,1954,0.04,45.12,52.14,-1.02,-0.54
1954-12-01,12,1954,0.34,35.81,52.5,-1.82,-0.55
1955-01-01,1,1955,2.17,30.17,52.03,-0.69,-0.29
1955-02-01,2,1955,0.56,31.11,51.17,-0.49,-0.22
1955-03-01,3,1955,0.18,41.52,51.25,-0.56,-1.11
1955-04-01,4,1955,0.25,46.95,50.74,-1.81,-1.04
1955-05-01,5,1955,0.57,55.39,50.56,-1.38,-1.05
1955-06-01,6,1955,1.19,63.79,50.45,0.23,-0.9
1955-07-01,7,1955,3.95,67.05,50.18,1.06,-0.85
1955-08-01,8,1955,4.31,66.91,50.24,1.4,-0.63
1955-09-01,9,1955,0.19,62.68,50.16,0.12,-1.1
1955-10-01,10,1955,1,55.43,50.16,-0.56,-1.11
1955-11-01,11,1955,0.54,42.72,49.96,-1.81,-0.96
1955-12-01,12,1955,0.94,38.75,50.21,-0.78,-0.76
1956-01-01,1,1956,1.18,38.5,50.9,-0.63,-1.03
1956-02-01,2,1956,1.4,31.01,50.89,-0.27,-0.74
1956-03-01,3,1956,0.01,43.03,51.02,-0.75,-0.75
1956-04-01,4,1956,0.61,46.82,51.01,-0.79,-0.65
1956-05-01,5,1956,0.19,58.02,51.23,-1.66,-0.73
1956-06-01,6,1956,0.57,68.2,51.59,-0.45,-0.91
1956-07-01,7,1956,2.61,68.13,51.68,-0.61,-1.32
1956-08-01,8,1956,1.95,65.51,51.57,-1.15,-2.19
1956-09-01,9,1956,0.11,64.54,51.72,-2.34,-2.22
1956-10-01,10,1956,0.91,53.07,51.53,-2.31,-2.39
1956-11-01,11,1956,0,38.15,51.15,-2.65,-2.6
1956-12-01,12,1956,0.27,34.18,50.77,-1.86,-2.79
1957-01-01,1,1957,4.19,36.83,50.63,0.23,-1.66
1957-02-01,2,1957,0.84,43.98,51.71,0.47,-1.74
1957-03-01,3,1957,1.22,42.5,51.66,0.93,-1.31
1957-04-01,4,1957,0.74,46.98,51.67,-0.24,-1.25
1957-05-01,5,1957,1.18,52.62,51.22,0.47,-0.97
1957-06-01,6,1957,0.9,65.93,51.04,0.91,-0.9
1957-07-01,7,1957,3.56,69.92,51.18,1.02,-0.68
1957-08-01,8,1957,5.4,66.26,51.25,1.6,0.17
1957-09-01,9,1957,0.32,60.86,50.94,0.56,0.22
1957-10-01,10,1957,3.04,50.7,50.74,1.01,0.76
1957-11-01,11,1957,1.21,38.38,50.76,0.11,1.05
1957-12-01,12,1957,0.43,38.03,51.08,0.36,1.06
1958-01-01,1,1958,0.54,32.98,50.76,-0.92,0.18
1958-02-01,2,1958,2.41,39.3,50.37,-0.34,0.54
1958-03-01,3,1958,3.48,36.86,49.9,1,0.98
1958-04-01,4,1958,1.62,46.78,49.88,1.82,1.14
1958-05-01,5,1958,0.42,58.82,50.4,1.67,0.98
1958-06-01,6,1958,0.87,67.75,50.55,0.98,1
1958-07-01,7,1958,1.81,69.98,50.56,-0.85,0.67
1958-08-01,8,1958,3.24,68.76,50.77,-0.6,0.19
1958-09-01,9,1958,4.48,62.2,50.88,0.68,1.14
1958-10-01,10,1958,2.22,52.8,51.05,1.48,1.01
1958-11-01,11,1958,0.91,41.65,51.33,1.38,0.95
1958-12-01,12,1958,0.05,39.19,51.42,-0.36,0.83
1959-01-01,1,1959,0.36,36.01,51.67,-1.6,0.77
1959-02-01,2,1959,1.47,35.37,51.35,-1.23,0.53
1959-03-01,3,1959,0.08,41.08,51.7,-1.24,-0.25
1959-04-01,4,1959,0.7,51.21,52.07,-0.61,-0.47
1959-05-01,5,1959,0.07,55.57,51.8,-1.6,-0.54
